datetime,Guide Target_ft,Reservoir Level_ft,outflow_cfs,WaterSupply_cfs,inflow_cfs
7/22/2012,251.5,250.71,151,41,192
7/23/2012,251.5,250.66,114,80,99
7/24/2012,251.5,250.69,96,65,337
7/25/2012,251.5,250.59,96,58,431
7/26/2012,251.5,250.55,96,77,61
7/27/2012,251.5,250.48,124,74,211
7/28/2012,251.5,250.53,151,73,516
7/29/2012,251.5,250.57,151,61,446
7/30/2012,251.5,250.48,114,43,370
7/31/2012,251.5,250.49,96,88,242
8/1/2012,251.5,250.48,96,65,103
8/2/2012,251.5,250.36,96,68,538
8/3/2012,251.5,250.32,114,68,52
8/4/2012,251.5,250.28,151,75,8
8/5/2012,251.5,250.25,151,61,37
8/6/2012,251.5,250.25,142,65,207
8/7/2012,251.5,250.21,123,62,49
8/8/2012,251.5,250.4,112,59,1283
8/9/2012,251.5,250.36,96,68,70
8/10/2012,251.5,250.29,106,48,256
8/11/2012,251.5,250.4,123,71,838
8/12/2012,251.5,250.42,123,58,298
8/13/2012,251.5,250.4,123,58,64
8/14/2012,251.5,250.35,123,60,109
8/15/2012,251.5,250.33,123,75,81
8/16/2012,251.5,250.28,123,58,112
8/17/2012,251.5,250.25,123,72,20
8/18/2012,251.5,250.18,123,69,218
8/19/2012,251.5,250.45,123,45,1749
8/20/2012,251.5,250.51,108,59,518
8/21/2012,251.5,250.49,96,71,50
8/22/2012,251.5,250.47,96,58,37
8/23/2012,251.5,250.46,96,58,96
8/24/2012,251.5,250.43,96,59,21
8/25/2012,251.5,250.48,96,59,448
8/26/2012,251.5,250.44,96,48,90
8/27/2012,251.5,250.42,96,75,54
8/28/2012,251.5,250.39,96,58,21
8/29/2012,251.5,250.37,96,60,39
8/30/2012,251.5,250.33,121,84,29
8/31/2012,251.5,250.3,151,57,32
9/1/2012,251.5,250.26,151,77,6
9/2/2012,251.5,250.36,151,53,789
9/3/2012,251.5,250.36,151,45,196
9/4/2012,251.5,250.54,114,69,1236
9/5/2012,251.5,250.53,96,54,92
9/6/2012,251.5,250.66,96,53,910
9/7/2012,251.5,250.71,96,69,458
9/8/2012,251.5,250.71,96,51,147
9/9/2012,251.5,250.75,96,58,388
9/10/2012,251.5,250.72,96,57,22
9/11/2012,251.5,250.67,96,57,140
9/12/2012,251.5,250.65,96,55,34
9/13/2012,251.5,250.61,96,55,83
9/14/2012,251.5,250.57,106,79,49
9/15/2012,251.5,250.52,123,70,100
9/16/2012,251.5,250.54,123,60,300
9/17/2012,251.5,250.51,123,50,2
9/18/2012,251.5,250.75,112,52,1569
9/19/2012,251.5,251.68,97,64,5878
9/20/2012,251.5,251.82,97,60,1033
9/21/2012,251.5,251.85,109,62,359
9/22/2012,251.5,251.86,125,61,249
9/23/2012,251.5,251.84,125,61,61
9/24/2012,251.5,251.79,125,60,128
9/25/2012,251.5,251.77,125,74,74
9/26/2012,251.5,251.72,125,65,123
9/27/2012,251.5,251.69,125,65,2
9/28/2012,251.5,251.65,125,63,62
9/29/2012,251.5,251.74,125,61,749
9/30/2012,251.5,251.73,125,72,134
10/1/2012,251.5,251.71,125,52,51
10/2/2012,251.5,251.72,125,59,247
10/3/2012,251.5,251.71,125,72,134
10/4/2012,251.5,251.68,125,60,3
10/5/2012,251.5,251.64,125,61,64
10/6/2012,251.5,251.62,125,61,61
10/7/2012,251.5,251.68,125,69,569
10/8/2012,251.5,251.7,125,53,303
10/9/2012,251.5,251.69,110,61,108
10/10/2012,251.5,251.69,98,61,159
10/11/2012,251.5,251.65,97,61,92
10/12/2012,251.5,251.64,97,61,95
10/13/2012,251.5,251.6,97,61,93
10/14/2012,251.5,251.56,97,61,92
10/15/2012,251.5,251.62,97,61,534
10/16/2012,251.5,251.56,97,61,218
10/17/2012,251.5,251.52,97,54,99
10/18/2012,251.5,251.49,97,57,34
10/19/2012,251.5,251.5,97,48,208
10/20/2012,251.5,251.5,97,39,136
10/21/2012,251.5,251.46,97,65,89
10/22/2012,251.5,251.43,97,52,39
10/23/2012,251.5,251.4,97,54,37
10/24/2012,251.5,251.37,97,61,30
10/25/2012,251.5,251.35,97,48,20
10/26/2012,251.5,251.35,97,48,145
10/27/2012,251.5,251.33,97,54,26
10/28/2012,251.5,251.3,97,63,28
10/29/2012,251.5,251.33,97,56,341
10/30/2012,251.5,251.26,97,47,294
10/31/2012,251.5,251.21,97,50,166
11/1/2012,251.5,251.18,97,62,29
11/2/2012,251.5,251.15,97,46,45
11/3/2012,251.5,251.13,97,58,30
11/4/2012,251.5,251.1,97,48,43
11/5/2012,251.5,251.06,97,58,95
11/6/2012,251.5,251.05,97,50,84
11/7/2012,251.5,251.02,97,53,38
11/8/2012,251.5,250.98,97,61,84
11/9/2012,251.5,250.94,73,52,109
11/10/2012,251.5,250.93,58,66,65
11/11/2012,251.5,250.89,58,53,123
11/12/2012,251.5,250.88,58,53,53
11/13/2012,251.5,250.93,58,51,401
11/14/2012,251.5,250.87,58,59,234
11/15/2012,251.5,250.88,58,60,176
11/16/2012,251.5,250.81,58,60,292
11/17/2012,251.5,250.85,58,58,350
11/18/2012,251.5,250.85,58,45,103
11/19/2012,251.5,250.81,58,61,115
11/20/2012,251.5,250.78,58,54,63
11/21/2012,251.5,250.76,58,62,3
11/22/2012,251.5,250.73,58,54,63
11/23/2012,251.5,250.75,58,45,220
11/24/2012,251.5,250.68,58,58,294
11/25/2012,251.5,250.67,58,58,58
11/26/2012,251.5,250.65,58,53,6
11/27/2012,251.5,250.65,58,56,114
11/28/2012,251.5,250.63,58,55,4
11/29/2012,251.5,250.6,58,61,56
11/30/2012,251.5,250.59,58,61,61
12/1/2012,251.5,250.56,58,61,57
12/2/2012,251.5,250.55,58,50,50
12/3/2012,251.5,250.53,58,71,12
12/4/2012,251.5,250.52,58,42,42
12/5/2012,251.5,250.5,58,69,10
12/6/2012,251.5,250.48,58,56,3
12/7/2012,251.5,250.49,58,59,175
12/8/2012,251.5,250.45,58,61,115
12/9/2012,251.5,250.43,58,53,6
12/10/2012,251.5,250.44,58,44,161
12/11/2012,251.5,250.44,58,64,122
12/12/2012,251.5,250.42,58,60,1
12/13/2012,251.5,250.42,58,58,116
12/14/2012,251.5,250.4,58,55,4
12/15/2012,251.5,250.4,58,43,101
12/16/2012,251.5,250.4,58,57,115
12/17/2012,251.5,250.41,58,62,178
12/18/2012,251.5,250.38,58,62,55
12/19/2012,251.5,250.38,58,57,115
12/20/2012,251.5,250.35,58,50,67
12/21/2012,251.5,250.47,58,59,819
12/22/2012,251.5,250.38,58,57,412
12/23/2012,251.5,250.36,58,60,1
12/24/2012,251.5,250.35,58,32,32
12/25/2012,251.5,250.31,58,63,113
12/26/2012,251.5,250.78,58,58,2867
12/27/2012,251.5,250.97,58,46,1216
12/28/2012,251.5,251.06,58,58,667
12/29/2012,251.5,251.25,58,58,1304
12/30/2012,251.5,251.25,58,49,107
12/31/2012,251.5,251.29,58,51,360
1/1/2013,251.5,251.33,58,61,369
1/2/2013,251.5,251.41,58,41,600
1/3/2013,251.5,251.47,58,65,498
1/4/2013,251.5,251.53,58,47,481
1/5/2013,251.5,251.52,58,75,70
1/6/2013,251.5,251.55,58,46,292
1/7/2013,251.5,251.55,58,69,127
1/8/2013,251.5,251.54,58,53,48
1/9/2013,251.5,251.54,58,65,123
1/10/2013,251.5,251.54,58,47,105
1/11/2013,251.5,251.58,58,52,360
1/12/2013,251.5,251.58,58,73,131
1/13/2013,251.5,251.56,58,59,8
1/14/2013,251.5,251.64,58,58,617
1/15/2013,251.5,251.64,58,70,128
1/16/2013,251.5,251.73,58,50,671
1/17/2013,251.5,252.29,98,60,3768
1/18/2013,251.5,253.6,378,47,9269
1/19/2013,251.5,253.77,1707,61,2942
1/20/2013,251.5,253.61,2500,61,1456
1/21/2013,251.5,253.38,2495,54,962
1/22/2013,251.5,253.07,2489,58,407
1/23/2013,251.5,252.71,2481,62,139
1/24/2013,251.5,252.4,2473,49,469
1/25/2013,251.5,252.26,1458,59,590
1/26/2013,251.5,252.18,683,50,203
1/27/2013,251.5,252.09,683,61,148
1/28/2013,251.5,252.03,682,63,348
1/29/2013,251.5,251.93,682,61,106
1/30/2013,251.5,251.89,347,65,162
1/31/2013,251.5,252,153,53,894
2/1/2013,251.5,252.02,359,55,547
2/2/2013,251.5,252.01,505,61,499
2/3/2013,251.5,251.97,505,61,312
2/4/2013,251.5,251.88,414,51,98
2/5/2013,251.5,251.87,303,57,297
2/6/2013,251.5,251.85,153,68,96
2/7/2013,251.5,251.93,121,54,675
2/8/2013,251.5,252.43,445,54,3785
2/9/2013,251.5,252.61,1031,55,2278
2/10/2013,251.5,252.57,1031,57,823
2/11/2013,251.5,252.53,1031,44,810
2/12/2013,251.5,252.39,1265,64,402
2/13/2013,251.5,252.33,1541,42,1186
2/14/2013,251.5,252.13,1539,69,283
2/15/2013,251.5,252.1,942,47,790
2/16/2013,251.5,252.17,331,54,848
2/17/2013,251.5,252.22,331,60,722
2/18/2013,251.5,252.2,331,58,257
2/19/2013,251.5,252.29,331,51,978
2/20/2013,251.5,252.22,713,58,307
2/21/2013,251.5,252.04,1367,57,232
2/22/2013,251.5,251.98,1029,46,685
2/23/2013,251.5,252.18,506,44,1867
2/24/2013,251.5,252.31,507,65,1433
2/25/2013,251.5,252.29,811,54,732
2/26/2013,251.5,252.6,509,52,2614
2/27/2013,251.5,252.93,524,48,2758
2/28/2013,251.5,252.92,1314,60,1308
3/1/2013,251.5,252.79,1549,52,740
3/2/2013,251.5,252.62,1546,79,499
3/3/2013,251.5,252.42,1543,74,292
3/4/2013,251.5,252.23,1327,58,127
3/5/2013,251.5,252.13,1027,37,402
3/6/2013,251.5,252.09,1027,62,824
3/7/2013,251.5,251.97,1026,49,292
3/8/2013,251.5,251.96,538,55,530
3/9/2013,251.5,251.94,153,65,92
3/10/2013,251.5,251.93,153,53,143
3/11/2013,251.5,251.93,186,58,244
3/12/2013,251.5,252.16,241,50,1789
3/13/2013,251.5,252.27,541,52,1322
3/14/2013,251.5,252.18,1028,59,491
3/15/2013,251.5,252.07,883,58,212
3/16/2013,251.5,252.01,682,45,329
3/17/2013,251.5,251.95,682,65,368
3/18/2013,251.5,251.87,681,49,229
3/19/2013,251.5,251.96,153,51,767
3/20/2013,251.5,251.9,153,65,158
3/21/2013,251.5,251.94,153,45,448
3/22/2013,251.5,251.89,153,57,103
3/23/2013,251.5,251.86,153,53,18
3/24/2013,251.5,252.03,153,44,1271
3/25/2013,251.5,252.16,429,65,1355
3/26/2013,251.5,252.22,683,47,1127
3/27/2013,251.5,252.14,683,53,206
3/28/2013,251.5,252.11,683,56,540
3/29/2013,251.5,252.04,536,52,125
3/30/2013,251.5,251.99,389,39,100
3/31/2013,251.5,252.03,389,47,697
4/1/2013,251.5,252.13,524,38,1224
4/2/2013,251.5,252.1,683,64,548
4/3/2013,251.5,252.04,682,47,332
4/4/2013,251.5,252.05,682,65,813
4/5/2013,251.5,252.28,827,40,2391
4/6/2013,251.5,252.29,1029,46,1141
4/7/2013,251.5,252.28,1028,56,1018
4/8/2013,251.5,252.17,1028,61,360
4/9/2013,251.5,252.09,905,53,428
4/10/2013,251.5,252.04,642,61,372
4/11/2013,251.5,251.92,564,58,144
4/12/2013,251.5,252.08,564,58,1653
4/13/2013,251.5,252.12,564,58,887
4/14/2013,251.5,252.07,564,62,295
4/15/2013,251.5,252.04,564,53,418
4/16/2013,251.5,251.98,564,65,239
4/17/2013,251.5,251.91,564,58,184
4/18/2013,251.5,251.8,475,58,155
4/19/2013,251.5,251.85,269,46,628
4/20/2013,251.5,252.02,153,43,1267
4/21/2013,251.5,252.05,153,51,403
4/22/2013,251.5,252.08,301,64,564
4/23/2013,251.5,252.01,389,58,17
4/24/2013,251.5,251.97,389,58,193
4/25/2013,251.5,251.91,358,49,31
4/26/2013,251.5,251.86,301,71,59
4/27/2013,251.5,251.83,300,50,162
4/28/2013,251.5,251.84,241,63,367
4/29/2013,251.5,252.12,212,49,2057
4/30/2013,251.5,252.15,448,46,693
5/1/2013,251.5,252.07,683,58,211
5/2/2013,251.5,252,616,50,202
5/3/2013,251.5,251.94,505,39,168
5/4/2013,251.5,251.84,505,60,60
5/5/2013,251.5,251.77,418,56,36
5/6/2013,251.5,252.61,291,49,5819
5/7/2013,251.5,253.71,842,37,8362
5/8/2013,251.5,253.67,2336,60,2120
5/9/2013,251.5,253.38,2653,56,707
5/10/2013,251.5,253.05,2645,65,432
5/11/2013,251.5,252.71,2636,53,423
5/12/2013,251.5,252.31,2627,53,31
5/13/2013,251.5,252.01,2142,59,214
5/14/2013,251.5,251.8,1147,57,113
5/15/2013,251.5,251.72,568,58,125
5/16/2013,251.5,251.67,337,56,80
5/17/2013,251.5,251.59,300,63,138
5/18/2013,251.5,251.66,300,71,809
5/19/2013,251.5,252.01,268,53,2514
5/20/2013,251.5,252.71,242,55,4934
5/21/2013,251.5,252.83,945,45,1785
5/22/2013,251.5,252.68,1720,58,784
5/23/2013,251.5,252.5,1716,58,582
5/24/2013,251.5,252.36,1714,55,842
5/25/2013,251.5,252.08,1709,65,81
5/26/2013,251.5,251.85,1405,56,7
5/27/2013,251.5,251.74,636,43,9
5/28/2013,251.5,251.69,270,65,22
5/29/2013,251.5,251.67,161,71,107
5/30/2013,251.5,251.63,125,78,47
5/31/2013,251.5,251.6,108,61,19
6/1/2013,251.5,251.55,97,65,151
6/2/2013,251.5,251.52,97,78,13
6/3/2013,251.5,251.56,97,55,402
6/4/2013,251.5,251.58,97,56,278
6/5/2013,251.5,251.52,97,67,211
6/6/2013,251.5,251.58,97,73,545
6/7/2013,251.5,253.5,98,50,12850
6/8/2013,251.5,255.06,959,45,12046
6/9/2013,251.5,255.04,1758,47,1656
6/10/2013,251.5,255.2,1116,47,2353
6/11/2013,251.5,255.3,958,56,1758
6/12/2013,251.5,255.16,957,77,7
6/13/2013,251.5,254.97,1956,57,609
6/14/2013,251.5,254.58,2551,62,174
6/15/2013,251.5,254.16,2894,60,47
6/16/2013,251.5,253.73,3098,60,151
6/17/2013,251.5,253.26,3084,59,101
6/18/2013,251.5,252.96,2912,68,920
6/19/2013,251.5,252.62,2585,75,408
6/20/2013,251.5,252.24,2457,65,5
6/21/2013,251.5,252.01,1409,59,56
6/22/2013,251.5,251.96,389,53,126
6/23/2013,251.5,251.9,389,61,74
6/24/2013,251.5,251.86,256,69,75
6/25/2013,251.5,251.82,132,57,62
6/26/2013,251.5,251.82,97,50,147
6/27/2013,251.5,251.82,97,76,173
6/28/2013,251.5,251.88,97,44,517
6/29/2013,251.5,252.06,98,64,1310
6/30/2013,251.5,252.77,98,56,4857
7/1/2013,251.5,253.92,99,43,8015
7/2/2013,251.5,254.35,223,74,3350
7/3/2013,251.5,254.6,874,58,2718
7/4/2013,251.5,254.73,1611,42,2582
7/5/2013,251.5,254.52,2348,53,901
7/6/2013,251.5,254.2,2828,61,603
7/7/2013,251.5,253.8,3099,58,347
7/8/2013,251.5,253.67,3089,52,2244
7/9/2013,251.5,253.65,3091,65,3018
7/10/2013,251.5,253.45,3085,55,1760
7/11/2013,251.5,253.39,3080,60,2726
7/12/2013,251.5,253.68,3014,51,5067
7/13/2013,251.5,253.52,3087,62,2044
7/14/2013,251.5,253.24,3080,64,1212
7/15/2013,251.5,252.83,3325,54,597
7/16/2013,251.5,252.31,3525,69,150
7/17/2013,251.5,252,2462,70,479
7/18/2013,251.5,251.86,1172,64,360
7/19/2013,251.5,251.73,820,55,62
7/20/2013,251.5,251.7,211,76,99
7/21/2013,251.5,251.69,211,62,210
7/22/2013,251.5,251.63,164,59,152
7/23/2013,251.5,251.62,125,68,130
7/24/2013,251.5,251.6,125,65,64
7/25/2013,251.5,251.61,125,50,238
7/26/2013,251.5,251.59,125,60,60
7/27/2013,251.5,251.61,125,60,310
7/28/2013,251.5,251.56,125,62,126
7/29/2013,251.5,251.56,115,67,182
7/30/2013,251.5,251.55,97,58,92
7/31/2013,251.5,251.49,97,51,228
8/1/2013,251.5,251.54,97,69,479
8/2/2013,251.5,251.6,97,55,527
8/3/2013,251.5,251.74,97,43,1016
8/4/2013,251.5,251.77,97,62,347
8/5/2013,251.5,251.75,97,63,35
8/6/2013,251.5,251.79,97,51,398
8/7/2013,251.5,251.75,97,72,81
8/8/2013,251.5,251.73,97,65,37
8/9/2013,251.5,251.72,97,62,96
8/10/2013,251.5,251.71,97,43,77
8/11/2013,251.5,251.76,97,75,485
8/12/2013,251.5,251.79,97,58,343
8/13/2013,251.5,251.97,98,60,1284
8/14/2013,251.5,251.99,136,65,326
8/15/2013,251.5,251.94,251,61,1
8/16/2013,251.5,251.88,330,55,10
8/17/2013,251.5,251.83,330,40,57
8/18/2013,251.5,251.79,330,56,136
8/19/2013,251.5,251.81,330,62,517
8/20/2013,251.5,251.79,330,58,263
8/21/2013,251.5,251.87,271,50,822
8/22/2013,251.5,251.99,153,62,966
8/23/2013,251.5,252.03,257,60,578
8/24/2013,251.5,251.95,330,51,130
8/25/2013,251.5,251.88,330,62,46
8/26/2013,251.5,251.83,153,62,98
8/27/2013,251.5,251.8,132,66,10
8/28/2013,251.5,251.77,97,70,21
8/29/2013,251.5,251.74,97,63,28
8/30/2013,251.5,251.7,97,77,77
8/31/2013,251.5,251.67,97,75,16
9/1/2013,251.5,251.84,97,56,1217
9/2/2013,251.5,251.92,98,51,649
9/3/2013,251.5,251.95,98,62,348
9/4/2013,251.5,251.89,98,72,206
9/5/2013,251.5,251.87,98,62,35
9/6/2013,251.5,251.82,98,62,153
9/7/2013,251.5,251.78,97,62,91
9/8/2013,251.5,251.75,97,70,21
9/9/2013,251.5,251.7,97,77,139
9/10/2013,251.5,251.68,97,62,34
9/11/2013,251.5,251.61,97,75,266
9/12/2013,251.5,251.59,97,68,40
9/13/2013,251.5,251.57,97,72,44
9/14/2013,251.5,251.49,97,62,342
9/15/2013,251.5,251.44,97,58,158
9/16/2013,251.5,251.43,97,82,116
9/17/2013,251.5,251.35,97,56,348
9/18/2013,251.5,251.31,97,81,72
9/19/2013,251.5,251.27,97,61,93
9/20/2013,251.5,251.24,97,64,27
9/21/2013,251.5,251.31,97,62,597
9/22/2013,251.5,251.29,97,55,27
9/23/2013,251.5,251.24,97,62,154
9/24/2013,251.5,251.19,97,61,155
9/25/2013,251.5,251.16,97,61,30
9/26/2013,251.5,251.12,97,61,92
9/27/2013,251.5,251.07,97,61,155
9/28/2013,251.5,251.03,97,61,93
9/29/2013,251.5,250.99,97,69,80
9/30/2013,251.5,250.95,97,62,75
10/1/2013,251.5,250.92,97,58,21
10/2/2013,251.5,250.88,97,77,60
10/3/2013,251.5,250.83,97,75,120
10/4/2013,251.5,250.8,97,77,2
10/5/2013,251.5,250.76,97,67,70
10/6/2013,251.5,250.71,96,70,126
10/7/2013,251.5,250.85,97,51,967
10/8/2013,251.5,250.86,97,72,227
10/9/2013,251.5,250.87,97,56,211
10/10/2013,251.5,250.81,97,57,197
10/11/2013,251.5,250.79,97,56,36
10/12/2013,251.5,250.77,97,68,48
10/13/2013,251.5,250.75,96,61,40
10/14/2013,251.5,250.73,96,43,22
10/15/2013,251.5,250.69,96,73,65
10/16/2013,251.5,250.66,96,55,25
10/17/2013,251.5,250.64,96,72,51
10/18/2013,251.5,250.59,96,72,124
10/19/2013,251.5,250.58,96,56,94
10/20/2013,251.5,250.54,96,63,75
10/21/2013,251.5,250.5,96,63,75
10/22/2013,251.5,250.47,96,68,11
10/23/2013,251.5,250.45,96,68,47
10/24/2013,251.5,250.37,96,67,305
10/25/2013,251.5,250.36,82,60,84
10/26/2013,251.5,250.3,63,59,229
10/27/2013,251.5,250.29,63,66,71
10/28/2013,251.5,250.26,63,62,50
10/29/2013,251.5,250.24,63,67,13
10/30/2013,251.5,250.21,63,64,48
10/31/2013,251.5,250.16,63,67,163
11/1/2013,251.5,250.24,63,54,585
11/2/2013,251.5,250.27,63,65,303
11/3/2013,251.5,250.23,63,50,121
11/4/2013,251.5,250.2,63,57,55
11/5/2013,251.5,250.19,63,72,77
11/6/2013,251.5,250.16,63,62,51
11/7/2013,251.5,250.19,63,52,291
11/8/2013,251.5,250.11,62,56,350
11/9/2013,251.5,250.08,62,62,51
11/10/2013,251.5,250.06,62,64,9
11/11/2013,251.5,250.02,62,51,121
11/12/2013,251.5,250.06,62,60,356
11/13/2013,251.5,249.97,62,60,392
11/14/2013,251.5,249.94,62,60,42
11/15/2013,251.5,249.94,62,52,114
11/16/2013,251.5,249.92,62,63,16
11/17/2013,251.5,249.89,62,51,50
11/18/2013,251.5,249.98,62,61,614
11/19/2013,251.5,249.86,62,49,543
11/20/2013,251.5,249.83,62,72,29
11/21/2013,251.5,249.82,62,52,60
11/22/2013,251.5,249.8,62,64,17
11/23/2013,251.5,249.83,62,60,286
11/24/2013,251.5,249.74,62,63,366
11/25/2013,251.5,249.71,62,63,39
11/26/2013,251.5,249.88,62,50,1039
11/27/2013,251.5,249.97,62,61,614
11/28/2013,251.5,249.98,62,61,177
11/29/2013,251.5,249.99,62,44,160
11/30/2013,251.5,249.98,62,56,64
12/1/2013,251.5,249.98,62,54,116
12/2/2013,251.5,249.95,62,64,38
12/3/2013,251.5,249.96,62,47,163
12/4/2013,251.5,249.95,62,63,71
12/5/2013,251.5,249.94,62,63,71
12/6/2013,251.5,249.92,62,56,9
12/7/2013,251.5,249.94,62,49,220
12/8/2013,251.5,249.95,62,60,176
12/9/2013,251.5,249.95,84,59,143
12/10/2013,251.5,250.04,62,56,625
12/11/2013,251.5,250.11,62,59,531
12/12/2013,251.5,250.12,62,51,171
12/13/2013,251.5,250.13,62,64,184
12/14/2013,251.5,250.31,62,47,1162
12/15/2013,251.5,250.42,63,63,770
12/16/2013,251.5,250.54,63,59,824
12/17/2013,251.5,250.66,63,64,829
12/18/2013,251.5,250.6,63,51,237
12/19/2013,251.5,250.62,63,61,241
12/20/2013,251.5,250.64,63,61,241
12/21/2013,251.5,250.62,63,52,2
12/22/2013,251.5,250.71,63,47,637
12/23/2013,251.5,251.35,63,62,4012
12/24/2013,251.5,251.78,63,44,2797
12/25/2013,251.5,251.93,64,46,1048
12/26/2013,251.5,251.99,64,56,496
12/27/2013,251.5,252.04,64,45,437
12/28/2013,251.5,252.07,64,60,323
12/29/2013,251.5,253.2,64,56,7660
12/30/2013,251.5,253.95,788,51,6015
12/31/2013,251.5,253.88,1747,52,1316
1/1/2014,251.5,253.7,2017,57,832
1/2/2014,251.5,253.48,2308,56,846
1/3/2014,251.5,253.11,2840,48,334
1/4/2014,251.5,252.71,3113,61,494
1/5/2014,251.5,252.25,3101,56,110
1/6/2014,251.5,252.12,2412,54,1605
1/7/2014,251.5,252.03,1602,64,1070
1/8/2014,251.5,251.91,1360,55,653
1/9/2014,251.5,251.87,577,61,388
1/10/2014,251.5,251.96,211,61,835
1/11/2014,251.5,252.58,212,48,4352
1/12/2014,251.5,253.8,214,64,8581
1/13/2014,251.5,253.94,851,53,1870
1/14/2014,251.5,253.94,1726,59,1785
1/15/2014,251.5,253.84,2273,49,1632
1/16/2014,251.5,253.61,2269,54,735
1/17/2014,251.5,253.38,2495,56,964
1/18/2014,251.5,253.06,2489,61,341
1/19/2014,251.5,252.74,2481,61,406
1/20/2014,251.5,252.42,2473,35,388
1/21/2014,251.5,252.18,2206,72,688
1/22/2014,251.5,251.9,1725,52,41
1/23/2014,251.5,251.89,663,53,653
1/24/2014,251.5,251.79,153,67,406
1/25/2014,251.5,251.82,153,60,401
1/26/2014,251.5,251.8,153,54,82
1/27/2014,251.5,251.82,132,61,318
1/28/2014,251.5,251.86,98,59,408
1/29/2014,251.5,251.86,98,44,142
1/30/2014,251.5,251.85,98,55,90
1/31/2014,251.5,251.86,98,68,229
2/1/2014,251.5,251.88,98,56,279
2/2/2014,251.5,251.88,98,69,167
2/3/2014,251.5,251.89,98,54,215
2/4/2014,251.5,251.94,98,61,472
2/5/2014,251.5,252.12,185,60,1416
2/6/2014,251.5,252.06,331,61,6
2/7/2014,251.5,252.14,215,57,802
2/8/2014,251.5,252.17,98,55,352
2/9/2014,251.5,252.19,98,55,286
2/10/2014,251.5,252.21,268,57,458
2/11/2014,251.5,252.14,506,47,89
2/12/2014,251.5,252.18,506,63,834
2/13/2014,251.5,252.25,507,44,1015
2/14/2014,251.5,252.35,605,61,1328
2/15/2014,251.5,252.73,745,61,3323
2/16/2014,251.5,253.2,748,50,3967
2/17/2014,251.5,253.32,750,64,1642
2/18/2014,251.5,253.28,1736,64,1524
2/19/2014,251.5,253.1,2904,51,1713
2/20/2014,251.5,252.83,3115,62,1361
2/21/2014,251.5,252.76,2579,49,2164
2/22/2014,251.5,252.77,1996,73,2135
2/23/2014,251.5,252.64,1995,50,1184
2/24/2014,251.5,252.39,2252,68,664
2/25/2014,251.5,252.06,2464,60,338
2/26/2014,251.5,251.89,1751,31,697
2/27/2014,251.5,251.84,772,73,532
2/28/2014,251.5,251.8,626,48,423
3/1/2014,251.5,251.81,153,61,277
3/2/2014,251.5,251.82,153,61,277
3/3/2014,251.5,251.87,153,46,512
3/4/2014,251.5,251.92,130,58,501
3/5/2014,251.5,251.98,98,59,533
3/6/2014,251.5,252.05,284,47,787
3/7/2014,251.5,253.3,596,51,9010
3/8/2014,251.5,254.94,606,65,12219
3/9/2014,251.5,255.45,612,52,4439
3/10/2014,251.5,255.49,1581,48,1927
3/11/2014,251.5,255.19,3043,61,873
3/12/2014,251.5,254.9,3489,44,1406
3/13/2014,251.5,254.41,3813,47,359
3/14/2014,251.5,253.92,3795,62,375
3/15/2014,251.5,253.45,3778,55,589
3/16/2014,251.5,252.95,3758,58,379
3/17/2014,251.5,252.58,3742,49,1340
3/18/2014,251.5,252.48,3525,50,2913
3/19/2014,251.5,252.35,3192,54,2385
3/20/2014,251.5,252.21,2695,75,1843
3/21/2014,251.5,252.09,1705,46,956
3/22/2014,251.5,252.05,1026,64,825
3/23/2014,251.5,251.99,1026,58,690
3/24/2014,251.5,251.94,681,61,429
3/25/2014,251.5,252.03,330,62,966
3/26/2014,251.5,252.02,331,59,324
3/27/2014,251.5,251.98,330,59,131
3/28/2014,251.5,252.02,330,59,647
3/29/2014,251.5,252.17,331,59,1383
3/30/2014,251.5,252.39,332,47,1837
3/31/2014,251.5,252.42,687,63,949
4/1/2014,251.5,252.29,1199,59,397
4/2/2014,251.5,252.17,1198,52,455
4/3/2014,251.5,252.02,1196,59,262
4/4/2014,251.5,251.97,711,60,451
4/5/2014,251.5,251.97,301,61,362
4/6/2014,251.5,251.91,301,52,23
4/7/2014,251.5,252.68,301,49,5417
4/8/2014,251.5,253.68,1260,59,8132
4/9/2014,251.5,253.62,2499,60,2145
4/10/2014,251.5,253.32,2826,65,820
4/11/2014,251.5,252.95,3121,59,641
4/12/2014,251.5,252.56,3109,59,585
4/13/2014,251.5,252.15,2907,65,257
4/14/2014,251.5,251.95,1877,59,630
4/15/2014,251.5,252.31,683,65,3114
4/16/2014,251.5,252.46,899,59,1951
4/17/2014,251.5,252.39,1386,59,982
4/18/2014,251.5,252.3,1470,38,912
4/19/2014,251.5,252.36,1370,72,1840
4/20/2014,251.5,252.36,1370,44,1414
4/21/2014,251.5,252.28,1370,64,904
4/22/2014,251.5,252.12,1669,61,670
4/23/2014,251.5,251.92,1797,61,562
4/24/2014,251.5,251.82,877,61,312
4/25/2014,251.5,252.12,284,61,2266
4/26/2014,251.5,252.41,212,61,2194
4/27/2014,251.5,252.49,213,57,800
4/28/2014,251.5,252.48,601,59,593
4/29/2014,251.5,252.46,798,58,723
4/30/2014,251.5,252.63,332,57,1515
5/1/2014,251.5,252.79,784,62,1906
5/2/2014,251.5,252.67,1433,69,707
5/3/2014,251.5,252.47,1720,54,450
5/4/2014,251.5,252.25,1717,60,320
5/5/2014,251.5,252.08,1238,60,172
